,Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Year,Month
7204,DEBIT,2,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Pinar del Río,Cuba,0.02,3,149.9400024,Caribbean,Pinar del Río,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7205,DEBIT,2,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Pinar del Río,Cuba,0.180000007,1,399.980011,Caribbean,Pinar del Río,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,2
7206,DEBIT,2,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Pinar del Río,Cuba,0.029999999,5,299.9500122,Caribbean,Pinar del Río,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7207,DEBIT,2,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Pinar del Río,Cuba,0.0,1,199.9900055,Caribbean,Pinar del Río,Pelican Sunstream 100 Kayak,Second Class,2015,2
7210,DEBIT,2,Golf Balls,Washington,EE. UU.,Home Office,DC,Outdoors,LATAM,Pinar del Río,Cuba,0.090000004,4,79.95999908,Caribbean,Pinar del Río,Glove It Women's Imperial Golf Glove,Second Class,2015,2
7211,DEBIT,2,Indoor/Outdoor Games,Washington,EE. UU.,Home Office,DC,Fan Shop,LATAM,Pinar del Río,Cuba,0.200000003,1,49.97999954,Caribbean,Pinar del Río,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7208,DEBIT,2,Men's Footwear,Washington,EE. UU.,Home Office,DC,Apparel,LATAM,Pinar del Río,Cuba,0.200000003,1,129.9900055,Caribbean,Pinar del Río,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7209,DEBIT,2,Women's Apparel,Washington,EE. UU.,Home Office,DC,Golf,LATAM,Pinar del Río,Cuba,0.01,3,150.0,Caribbean,Pinar del Río,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7212,TRANSFER,2,Cleats,Princeton,EE. UU.,Consumer,NJ,Apparel,LATAM,Nicolás Romero,México,0.150000006,1,59.99000168,Central America,México,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7213,TRANSFER,2,Men's Footwear,Princeton,EE. UU.,Consumer,NJ,Apparel,LATAM,Nicolás Romero,México,0.180000007,1,129.9900055,Central America,México,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7214,TRANSFER,2,Camping & Hiking,Princeton,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Nicolás Romero,México,0.029999999,1,299.980011,Central America,México,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2
7215,DEBIT,4,Indoor/Outdoor Games,Cumberland,EE. UU.,Consumer,MD,Fan Shop,LATAM,Nicolás Romero,México,0.200000003,2,99.95999908,Central America,México,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7216,CASH,4,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Nicolás Romero,México,0.170000002,1,399.980011,Central America,México,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7217,CASH,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Nicolás Romero,México,0.25,1,199.9900055,Central America,México,Pelican Sunstream 100 Kayak,Standard Class,2015,2
7218,CASH,4,Women's Apparel,Columbus,EE. UU.,Consumer,OH,Golf,LATAM,León,Nicaragua,0.25,1,50.0,Central America,León,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7219,TRANSFER,4,Hockey,Carlisle,EE. UU.,Corporate,PA,Fitness,LATAM,León,Nicaragua,0.200000003,5,110.0,Central America,León,Nike Dri-FIT Crew Sock 6 Pack,Standard Class,2015,2
7220,TRANSFER,4,Men's Footwear,Escondido,EE. UU.,Consumer,CA,Apparel,LATAM,San Miguelito,Panamá,0.170000002,1,129.9900055,Central America,Panamá,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7221,TRANSFER,4,Baseball & Softball,Escondido,EE. UU.,Consumer,CA,Fitness,LATAM,San Miguelito,Panamá,0.129999995,4,239.9600067,Central America,Panamá,adidas Men's F10 Messi TRX FG Soccer Cleat,Standard Class,2015,2
7222,TRANSFER,4,Shop By Sport,Escondido,EE. UU.,Consumer,CA,Golf,LATAM,San Miguelito,Panamá,0.050000001,4,159.9600067,Central America,Panamá,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7223,PAYMENT,4,Indoor/Outdoor Games,Escondido,EE. UU.,Consumer,CA,Fan Shop,LATAM,Chinautla,Guatemala,0.25,5,249.8999939,Central America,Guatemala,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7224,PAYMENT,4,Indoor/Outdoor Games,Escondido,EE. UU.,Consumer,CA,Fan Shop,LATAM,Chinautla,Guatemala,0.0,5,249.8999939,Central America,Guatemala,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7228,DEBIT,4,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Chinautla,Guatemala,0.01,1,39.99000168,Central America,Guatemala,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7226,DEBIT,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Chinautla,Guatemala,0.159999996,1,129.9900055,Central America,Guatemala,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7225,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Chinautla,Guatemala,0.039999999,2,100.0,Central America,Guatemala,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7227,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Chinautla,Guatemala,0.200000003,5,249.8999939,Central America,Guatemala,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7229,DEBIT,4,Fishing,San Diego,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santiago de Cuba,Cuba,0.159999996,1,399.980011,Caribbean,Santiago de Cuba,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7230,DEBIT,4,Women's Apparel,San Diego,EE. UU.,Consumer,CA,Golf,LATAM,Santiago de Cuba,Cuba,0.200000003,1,50.0,Caribbean,Santiago de Cuba,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7231,DEBIT,4,Water Sports,San Diego,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santiago de Cuba,Cuba,0.200000003,1,199.9900055,Caribbean,Santiago de Cuba,Pelican Sunstream 100 Kayak,Standard Class,2015,2
7232,DEBIT,4,Women's Apparel,San Diego,EE. UU.,Consumer,CA,Golf,LATAM,Santiago de Cuba,Cuba,0.029999999,2,100.0,Caribbean,Santiago de Cuba,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7233,TRANSFER,4,Fishing,Laguna Niguel,EE. UU.,Corporate,CA,Fan Shop,LATAM,Santiago de Cuba,Cuba,0.150000006,1,399.980011,Caribbean,Santiago de Cuba,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7234,TRANSFER,4,Cleats,Laguna Niguel,EE. UU.,Corporate,CA,Apparel,LATAM,Santiago de Cuba,Cuba,0.02,5,299.9500122,Caribbean,Santiago de Cuba,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7235,TRANSFER,4,Hockey,Laguna Niguel,EE. UU.,Corporate,CA,Fitness,LATAM,Santiago de Cuba,Cuba,0.0,2,44.0,Caribbean,Santiago de Cuba,Nike Dri-FIT Crew Sock 6 Pack,Standard Class,2015,2
7236,TRANSFER,4,Cleats,Laguna Niguel,EE. UU.,Corporate,CA,Apparel,LATAM,Santiago de Cuba,Cuba,0.129999995,1,59.99000168,Caribbean,Santiago de Cuba,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7237,TRANSFER,4,Cleats,Laguna Niguel,EE. UU.,Corporate,CA,Apparel,LATAM,Santiago de Cuba,Cuba,0.119999997,4,239.9600067,Caribbean,Santiago de Cuba,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7239,CASH,4,Trade-In,Douglasville,EE. UU.,Corporate,GA,Outdoors,LATAM,Cárdenas,Cuba,0.059999999,2,31.97999954,Caribbean,Matanzas,Glove It Imperial Golf Towel,Standard Class,2015,2
7238,CASH,4,Golf Shoes,Douglasville,EE. UU.,Corporate,GA,Outdoors,LATAM,Cárdenas,Cuba,0.180000007,2,130.0,Caribbean,Matanzas,LIJA Women's Eyelet Sleeveless Golf Polo,Standard Class,2015,2
7240,CASH,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,David,Panamá,0.180000007,1,49.97999954,Central America,Chiriquí,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7243,TRANSFER,2,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Mejicanos,El Salvador,0.100000001,4,239.9600067,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7241,TRANSFER,2,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Mejicanos,El Salvador,0.150000006,1,129.9900055,Central America,San Salvador,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7242,TRANSFER,2,Accessories,Caguas,Puerto Rico,Corporate,PR,Outdoors,LATAM,Mejicanos,El Salvador,0.170000002,2,49.97999954,Central America,San Salvador,Team Golf Texas Longhorns Putter Grip,Second Class,2015,2
7244,DEBIT,2,Camping & Hiking,Blacksburg,EE. UU.,Consumer,VA,Fan Shop,LATAM,Mejicanos,El Salvador,0.02,1,299.980011,Central America,San Salvador,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2
7245,DEBIT,2,Men's Footwear,Blacksburg,EE. UU.,Consumer,VA,Apparel,LATAM,Mejicanos,El Salvador,0.129999995,1,129.9900055,Central America,San Salvador,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7246,DEBIT,2,Men's Footwear,Blacksburg,EE. UU.,Consumer,VA,Apparel,LATAM,Mejicanos,El Salvador,0.119999997,1,129.9900055,Central America,San Salvador,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7249,CASH,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Londrina,Brasil,0.119999997,1,59.99000168,South America,Paraná,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7247,CASH,2,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Londrina,Brasil,0.039999999,4,159.9600067,South America,Paraná,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,2
7248,CASH,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Londrina,Brasil,0.01,1,299.980011,South America,Paraná,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2
7252,PAYMENT,4,Cardio Equipment,Chandler,EE. UU.,Consumer,AZ,Footwear,LATAM,Villa Nueva,Guatemala,0.129999995,1,99.98999786,Central America,Guatemala,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,2
7253,PAYMENT,4,Men's Footwear,Chandler,EE. UU.,Consumer,AZ,Apparel,LATAM,Villa Nueva,Guatemala,0.100000001,1,129.9900055,Central America,Guatemala,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7250,PAYMENT,4,Fishing,Chandler,EE. UU.,Consumer,AZ,Fan Shop,LATAM,Villa Nueva,Guatemala,0.129999995,1,399.980011,Central America,Guatemala,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7251,PAYMENT,4,Camping & Hiking,Chandler,EE. UU.,Consumer,AZ,Fan Shop,LATAM,Villa Nueva,Guatemala,0.0,1,299.980011,Central America,Guatemala,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7254,PAYMENT,4,Men's Footwear,Chandler,EE. UU.,Consumer,AZ,Apparel,LATAM,Villa Nueva,Guatemala,0.090000004,1,129.9900055,Central America,Guatemala,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7258,PAYMENT,4,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Villa Nueva,Guatemala,0.119999997,1,399.980011,Central America,Guatemala,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7257,PAYMENT,4,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Villa Nueva,Guatemala,0.25,1,299.980011,Central America,Guatemala,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7255,PAYMENT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Villa Nueva,Guatemala,0.01,3,149.9400024,Central America,Guatemala,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7256,PAYMENT,4,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Villa Nueva,Guatemala,0.180000007,1,199.9900055,Central America,Guatemala,Pelican Sunstream 100 Kayak,Standard Class,2015,2
7259,PAYMENT,4,Camping & Hiking,Salt Lake City,EE. UU.,Corporate,UT,Fan Shop,LATAM,San Justo,Argentina,0.200000003,1,299.980011,South America,Santa Fe,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7260,DEBIT,4,Cardio Equipment,New Albany,EE. UU.,Consumer,IN,Footwear,LATAM,San Justo,Argentina,0.170000002,2,199.9799957,South America,Santa Fe,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,2
7261,DEBIT,4,Cleats,Brooklyn,EE. UU.,Corporate,NY,Apparel,LATAM,Camagüey,Cuba,0.050000001,3,179.9700012,Caribbean,Camagüey,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7262,TRANSFER,4,Indoor/Outdoor Games,Tonawanda,EE. UU.,Consumer,NY,Fan Shop,LATAM,Camagüey,Cuba,0.0,3,149.9400024,Caribbean,Camagüey,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7263,TRANSFER,4,Cleats,Tonawanda,EE. UU.,Consumer,NY,Apparel,LATAM,Camagüey,Cuba,0.100000001,1,59.99000168,Caribbean,Camagüey,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7264,TRANSFER,4,Men's Footwear,Tonawanda,EE. UU.,Consumer,NY,Apparel,LATAM,Camagüey,Cuba,0.07,1,129.9900055,Caribbean,Camagüey,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7265,TRANSFER,4,Boxing & MMA,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Mexico City,México,0.07,1,54.97000122,Central America,Distrito Federal,Under Armour Women's Micro G Skulpt Running S,Standard Class,2015,2
7266,TRANSFER,4,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Mexico City,México,0.100000001,1,399.980011,Central America,Distrito Federal,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7267,DEBIT,4,Camping & Hiking,New Haven,EE. UU.,Home Office,CT,Fan Shop,LATAM,Teresópolis,Brasil,0.180000007,1,299.980011,South America,Río de Janeiro,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7268,DEBIT,4,Cleats,New Haven,EE. UU.,Home Office,CT,Apparel,LATAM,Teresópolis,Brasil,0.039999999,3,179.9700012,South America,Río de Janeiro,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7269,DEBIT,4,Indoor/Outdoor Games,New Haven,EE. UU.,Home Office,CT,Fan Shop,LATAM,Teresópolis,Brasil,0.180000007,5,249.8999939,South America,Río de Janeiro,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7273,TRANSFER,4,Camping & Hiking,Harvey,EE. UU.,Corporate,IL,Fan Shop,LATAM,Teresópolis,Brasil,0.170000002,1,299.980011,South America,Río de Janeiro,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7272,TRANSFER,4,Women's Apparel,Harvey,EE. UU.,Corporate,IL,Golf,LATAM,Teresópolis,Brasil,0.02,2,100.0,South America,Río de Janeiro,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7270,TRANSFER,4,Fishing,Harvey,EE. UU.,Corporate,IL,Fan Shop,LATAM,Teresópolis,Brasil,0.090000004,1,399.980011,South America,Río de Janeiro,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7271,TRANSFER,4,Cardio Equipment,Harvey,EE. UU.,Corporate,IL,Footwear,LATAM,Teresópolis,Brasil,0.119999997,1,99.98999786,South America,Río de Janeiro,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,2
7274,DEBIT,4,Camping & Hiking,Tustin,EE. UU.,Corporate,CA,Fan Shop,LATAM,Camagüey,Cuba,0.159999996,1,299.980011,Caribbean,Camagüey,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7275,DEBIT,2,Fishing,Sunnyvale,EE. UU.,Corporate,CA,Fan Shop,LATAM,Camagüey,Cuba,0.07,1,399.980011,Caribbean,Camagüey,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,2
7276,DEBIT,2,Indoor/Outdoor Games,Sunnyvale,EE. UU.,Corporate,CA,Fan Shop,LATAM,Camagüey,Cuba,0.25,3,149.9400024,Caribbean,Camagüey,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7277,DEBIT,2,Cleats,Sunnyvale,EE. UU.,Corporate,CA,Apparel,LATAM,Camagüey,Cuba,0.119999997,2,119.9800034,Caribbean,Camagüey,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7278,DEBIT,2,Women's Apparel,Sunnyvale,EE. UU.,Corporate,CA,Golf,LATAM,Camagüey,Cuba,0.0,3,150.0,Caribbean,Camagüey,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7279,PAYMENT,2,Shop By Sport,San Bernardino,EE. UU.,Consumer,CA,Golf,LATAM,Tijuana,México,0.029999999,4,159.9600067,Central America,Baja California,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,2
7280,TRANSFER,2,Indoor/Outdoor Games,New Orleans,EE. UU.,Consumer,LA,Fan Shop,LATAM,Tijuana,México,0.180000007,2,99.95999908,Central America,Baja California,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7281,TRANSFER,2,Girls' Apparel,New Orleans,EE. UU.,Consumer,LA,Golf,LATAM,Tijuana,México,0.200000003,2,60.0,Central America,Baja California,Nike Men's Deutschland Weltmeister Winners Bl,Second Class,2015,2
7285,PAYMENT,2,Fishing,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ciego de Ávila,Cuba,0.059999999,1,399.980011,Caribbean,Ciego de Ávila,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,2
7282,PAYMENT,2,Water Sports,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ciego de Ávila,Cuba,0.159999996,1,199.9900055,Caribbean,Ciego de Ávila,Pelican Sunstream 100 Kayak,Second Class,2015,2
7283,PAYMENT,2,Electronics,Brooklyn,EE. UU.,Consumer,NY,Outdoors,LATAM,Ciego de Ávila,Cuba,0.07,2,63.97999954,Caribbean,Ciego de Ávila,Bridgestone e6 Straight Distance NFL Tennesse,Second Class,2015,2
7284,PAYMENT,2,Water Sports,Brooklyn,EE. UU.,Consumer,NY,Fan Shop,LATAM,Ciego de Ávila,Cuba,0.170000002,1,199.9900055,Caribbean,Ciego de Ávila,Pelican Sunstream 100 Kayak,Second Class,2015,2
7288,DEBIT,2,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Ciego de Ávila,Cuba,0.170000002,2,99.95999908,Caribbean,Ciego de Ávila,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7286,DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Ciego de Ávila,Cuba,0.059999999,1,129.9900055,Caribbean,Ciego de Ávila,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7287,DEBIT,2,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Ciego de Ávila,Cuba,0.25,3,150.0,Caribbean,Ciego de Ávila,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7289,DEBIT,4,Camping & Hiking,Saginaw,EE. UU.,Consumer,MI,Fan Shop,LATAM,Ciego de Ávila,Cuba,0.150000006,1,299.980011,Caribbean,Ciego de Ávila,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7290,TRANSFER,4,Women's Apparel,Portland,EE. UU.,Consumer,OR,Golf,LATAM,Azcapotzalco,México,0.200000003,3,150.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7291,TRANSFER,4,Shop By Sport,Portland,EE. UU.,Consumer,OR,Golf,LATAM,Azcapotzalco,México,0.029999999,3,119.9700012,Central America,Distrito Federal,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7292,TRANSFER,4,Cleats,Portland,EE. UU.,Consumer,OR,Apparel,LATAM,Azcapotzalco,México,0.01,5,299.9500122,Central America,Distrito Federal,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7293,CASH,4,Cleats,Plano,EE. UU.,Consumer,TX,Apparel,LATAM,San Salvador,El Salvador,0.090000004,1,59.99000168,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7294,CASH,4,Cleats,Plano,EE. UU.,Consumer,TX,Apparel,LATAM,San Salvador,El Salvador,0.100000001,2,119.9800034,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7295,CASH,4,Camping & Hiking,Plano,EE. UU.,Consumer,TX,Fan Shop,LATAM,San Salvador,El Salvador,0.129999995,1,299.980011,Central America,San Salvador,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7296,TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,San Salvador,El Salvador,0.029999999,3,179.9700012,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7297,TRANSFER,1,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Salvador,El Salvador,0.02,4,159.9600067,Central America,San Salvador,Under Armour Girls' Toddler Spine Surge Runni,First Class,2015,2
7298,TRANSFER,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,San Salvador,El Salvador,0.050000001,1,129.9900055,Central America,San Salvador,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,2
7301,PAYMENT,1,Water Sports,Bronx,EE. UU.,Consumer,NY,Fan Shop,LATAM,San Salvador,El Salvador,0.150000006,1,199.9900055,Central America,San Salvador,Pelican Sunstream 100 Kayak,First Class,2015,2
7303,PAYMENT,1,Water Sports,Bronx,EE. UU.,Consumer,NY,Fan Shop,LATAM,San Salvador,El Salvador,0.129999995,1,199.9900055,Central America,San Salvador,Pelican Sunstream 100 Kayak,First Class,2015,2
7302,PAYMENT,1,Cleats,Bronx,EE. UU.,Consumer,NY,Apparel,LATAM,San Salvador,El Salvador,0.090000004,2,119.9800034,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,First Class,2015,2
7300,PAYMENT,1,Camping & Hiking,Bronx,EE. UU.,Consumer,NY,Fan Shop,LATAM,San Salvador,El Salvador,0.119999997,1,299.980011,Central America,San Salvador,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2
7299,PAYMENT,1,Cleats,Bronx,EE. UU.,Consumer,NY,Apparel,LATAM,San Salvador,El Salvador,0.02,3,179.9700012,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,First Class,2015,2
7304,TRANSFER,1,Indoor/Outdoor Games,Watsonville,EE. UU.,Home Office,CA,Fan Shop,LATAM,Managua,Nicaragua,0.159999996,2,99.95999908,Central America,Managua,O'Brien Men's Neoprene Life Vest,First Class,2015,2
7305,DEBIT,2,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Managua,Nicaragua,0.07,5,250.0,Central America,Managua,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7306,DEBIT,2,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Managua,Nicaragua,0.119999997,1,199.9900055,Central America,Managua,Pelican Sunstream 100 Kayak,Second Class,2015,2
7307,TRANSFER,1,Indoor/Outdoor Games,North Hills,EE. UU.,Corporate,CA,Fan Shop,LATAM,Managua,Nicaragua,0.200000003,3,149.9400024,Central America,Managua,O'Brien Men's Neoprene Life Vest,First Class,2015,2
7308,TRANSFER,1,Camping & Hiking,North Hills,EE. UU.,Corporate,CA,Fan Shop,LATAM,Managua,Nicaragua,0.100000001,1,299.980011,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2
7309,TRANSFER,2,Trade-In,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Santo Domingo,República Dominicana,0.180000007,2,43.97999954,Caribbean,Santo Domingo,Glove It Women's Mod Oval 3-Zip Carry All Gol,Second Class,2015,2
7310,TRANSFER,2,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Santo Domingo,República Dominicana,0.01,2,100.0,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
